Athlete,Team,Survey_Completed,Date_New,DayOfEntry,DayOfEntry_TEXT,Sleep_Hours,Nap_Hours,Sleep_Quality,Fatigue,Soreness,Stress,Readiness,Motivation,Wellness/Load
Athlete 152,Team 1,6/18/2020 7:44,6/18/2020,NA,NA,4,0,81,62,35,92,14,93,Wellness
Athlete 145,Team 1,6/18/2020 7:51,6/18/2020,NA,NA,8.5,0,77,74,65,100,18,53,Wellness
Athlete 458,Team 2,6/18/2020 7:53,6/18/2020,NA,NA,7.5,0,57,50,0,78,61,83,Wellness
Athlete 239,Team 2,6/18/2020 7:54,6/18/2020,NA,NA,6.3,0,85,44,0,100,83,57,Wellness
Athlete 325,Team 2,6/18/2020 7:55,6/17/2020,NA,NA,8,0,85,11,21,79,85,84,Wellness
Athlete 530,Team 2,6/18/2020 7:56,6/18/2020,NA,NA,8,0,100,0,0,100,100,100,Wellness
Athlete 325,Team 2,6/18/2020 7:57,6/18/2020,NA,NA,8,0,87,11,21,83,70,77,Wellness
Athlete 1,Team 1,6/18/2020 8:01,6/18/2020,NA,NA,8.6,1,54,25,10,89,48,56,Wellness
Athlete 240,Team 1,6/18/2020 8:05,6/18/2020,NA,NA,7.8,1,55,68,53,59,48,55,Wellness
Athlete 240,Team 1,6/18/2020 8:07,6/17/2020,NA,NA,8.2,0,52,54,19,63,43,51,Wellness
Athlete 240,Team 1,6/18/2020 8:08,6/16/2020,NA,NA,8.3,0,46,29,36,60,51,53,Wellness
Athlete 223,Team 2,6/18/2020 8:12,6/17/2020,NA,NA,9.8,0,0,0,0,100,0,0,Wellness
Athlete 358,Team 1,6/18/2020 8:25,6/17/2020,NA,NA,7.5,0,99,0,0,100,100,100,Wellness
Athlete 358,Team 1,6/18/2020 8:27,6/18/2020,NA,NA,8,0,100,0,0,100,100,100,Wellness
Athlete 77,Team 1,6/18/2020 8:38,6/18/2020,NA,NA,9,0,100,15,55,90,100,100,Wellness
Athlete 436,Team 2,6/18/2020 8:52,6/18/2020,NA,NA,8,0,63,20,34,82,65,84,Wellness
Athlete 13,Team 2,6/18/2020 9:07,6/18/2020,NA,NA,6.8,0,52,36,17,84,65,62,Wellness
Athlete 5,Team 2,6/18/2020 9:15,6/18/2020,NA,NA,10.3,0,85,43,85,65,29,59,Wellness
Athlete 333,Team 2,6/18/2020 9:30,6/18/2020,NA,NA,9,0,84,0,9,100,28,77,Wellness
Athlete 323,Team 1,6/18/2020 9:32,6/18/2020,NA,NA,7.9,0,91,0,0,100,100,96,Wellness
Athlete 25,Team 2,6/18/2020 9:45,6/18/2020,NA,NA,9.4,0,71,0,7,100,30,64,Wellness
Athlete 439,Team 1,6/18/2020 10:07,6/18/2020,NA,NA,3.5,0,60,76,3,77,66,53,Wellness
Athlete 465,Team 1,6/18/2020 10:30,6/18/2020,NA,NA,7.5,0,63,0,0,66,56,58,Wellness
Athlete 512,Team 1,6/18/2020 10:54,6/18/2020,NA,NA,6,0,100,0,82,75,100,100,Wellness
Athlete 43,Team 2,6/18/2020 11:16,6/18/2020,NA,NA,7.3,0,74,8,7,93,71,75,Wellness
Athlete 285,Team 1,6/18/2020 11:42,6/18/2020,NA,NA,8,0,83,0,0,80,79,73,Wellness
Athlete 472,Team 2,6/18/2020 11:43,6/18/2020,NA,NA,9.6,0,64,0,8,100,84,95,Wellness
Athlete 259,Team 2,6/18/2020 13:12,6/17/2020,NA,NA,7.2,2.6,100,0,14,100,100,100,Wellness
Athlete 106,Team 1,6/18/2020 13:18,6/18/2020,NA,NA,3.2,0,74,31,49,88,13,93,Wellness
Athlete 259,Team 2,6/18/2020 13:23,6/18/2020,NA,NA,8.2,2.9,100,0,0,100,100,93,Wellness
Athlete 107,Team 2,6/18/2020 13:55,6/18/2020,NA,NA,6,0,48,11,17,64,32,88,Wellness
Athlete 11,Team 1,6/18/2020 17:45,6/18/2020,NA,NA,8.3,0,88,21,18,44,7,50,Wellness
Athlete 58,Team 1,6/18/2020 18:02,6/18/2020,NA,NA,8.1,0,71,45,67,76,72,74,Wellness
Athlete 197,Team 1,6/18/2020 19:08,6/18/2020,NA,NA,6.3,0,64,5,14,76,100,67,Wellness
Athlete 223,Team 2,6/18/2020 20:20,6/18/2020,NA,NA,8.2,0,0,0,0,100,0,0,Wellness
Athlete 232,Team 2,6/18/2020 22:34,6/18/2020,NA,NA,8,0,86,7,9,94,91,81,Wellness
Athlete 27,Team 2,6/18/2020 22:49,6/18/2020,NA,NA,9.1,0,64,38,42,56,47,55,Wellness
Athlete 186,Team 2,6/18/2020 23:56,6/15/2020,NA,NA,5,0,26,77,8,22,54,55,Wellness
Athlete 186,Team 2,6/18/2020 23:57,6/16/2020,NA,NA,6.2,0,34,85,6,23,57,36,Wellness
Athlete 186,Team 2,6/18/2020 23:59,6/17/2020,NA,NA,6.5,0,25,84,18,0,42,55,Wellness
Athlete 186,Team 2,6/19/2020 0:01,6/18/2020,NA,NA,6.1,0,39,63,0,24,91,48,Wellness
Athlete 197,Team 1,6/19/2020 4:26,6/19/2020,NA,NA,6,0,87,32,50,50,82,61,Wellness
Athlete 289,Team 1,6/19/2020 4:54,6/18/2020,NA,NA,7.9,0,89,0,90,53,85,70,Wellness
Athlete 77,Team 1,6/19/2020 6:58,6/19/2020,NA,NA,7,0,65,49,56,96,82,67,Wellness
Athlete 20,Team 2,6/19/2020 7:02,6/19/2020,NA,NA,8,0,37,60,88,34,41,79,Wellness
Athlete 48,Team 2,6/19/2020 7:02,6/19/2020,NA,NA,8.2,0,62,58,41,81,75,82,Wellness
Athlete 479,Team 1,6/19/2020 7:16,6/19/2020,NA,NA,6.4,0,27,0,0,62,0,71,Wellness
Athlete 58,Team 1,6/19/2020 7:18,6/19/2020,NA,NA,7.7,0,77,72,73,74,74,70,Wellness
Athlete 403,Team 1,6/19/2020 7:18,6/19/2020,NA,NA,7,0,78,69,62,41,72,58,Wellness
Athlete 1,Team 1,6/19/2020 7:23,6/19/2020,NA,NA,9,0.1,56,25,17,79,41,64,Wellness
Athlete 285,Team 1,6/19/2020 7:29,6/19/2020,NA,NA,8.2,0,84,0,0,74,75,75,Wellness
Athlete 18,Team 1,6/19/2020 7:36,6/19/2020,NA,NA,7,0,89,0,35,100,54,95,Wellness
Athlete 436,Team 2,6/19/2020 7:39,6/19/2020,NA,NA,8.5,0,61,27,18,90,57,57,Wellness
Athlete 83,Team 2,6/19/2020 7:45,6/19/2020,NA,NA,8.4,1.6,59,7,0,50,30,40,Wellness
Athlete 546,Team 1,6/19/2020 7:51,6/16/2020,NA,NA,6.2,0,99,0,0,100,100,100,Wellness
Athlete 546,Team 1,6/19/2020 7:52,6/17/2020,NA,NA,6.7,0,100,0,0,100,100,100,Wellness
Athlete 546,Team 1,6/19/2020 7:53,6/18/2020,NA,NA,7.1,0,100,0,0,100,99,100,Wellness
Athlete 546,Team 1,6/19/2020 7:54,6/19/2020,NA,NA,7.2,0,100,0,0,100,100,100,Wellness
Athlete 454,Team 1,6/19/2020 7:58,6/19/2020,NA,NA,9,0,49,16,24,83,8,43,Wellness
Athlete 240,Team 1,6/19/2020 8:00,6/19/2020,NA,NA,7.1,0,64,64,59,67,56,56,Wellness
Athlete 259,Team 2,6/19/2020 8:02,6/19/2020,NA,NA,0,6,100,0,0,100,100,100,Wellness
Athlete 530,Team 2,6/19/2020 8:05,6/19/2020,NA,NA,7.8,0,100,0,0,100,100,100,Wellness
Athlete 236,Team 1,6/19/2020 8:05,6/19/2020,NA,NA,8,0,99,13,30,100,89,100,Wellness
Athlete 13,Team 2,6/19/2020 8:09,6/19/2020,NA,NA,7.4,0,52,36,36,100,12,84,Wellness
Athlete 472,Team 2,6/19/2020 8:11,6/19/2020,NA,NA,9,0.3,90,0,20,100,93,99,Wellness
Athlete 239,Team 2,6/19/2020 8:12,6/19/2020,NA,NA,7.5,0,75,29,92,53,97,71,Wellness
Athlete 355,Team 1,6/19/2020 8:14,6/19/2020,NA,NA,6,0,73,0,18,100,71,79,Wellness
Athlete 249,Team 2,6/19/2020 8:15,6/19/2020,NA,NA,7.4,0,84,11,8,94,84,91,Wellness
Athlete 43,Team 2,6/19/2020 8:16,6/19/2020,NA,NA,7.4,0,73,15,6,91,77,81,Wellness
Athlete 502,Team 1,6/19/2020 8:16,6/19/2020,NA,NA,9.5,0,71,10,39,68,57,56,Wellness
Athlete 145,Team 1,6/19/2020 8:17,6/19/2020,NA,NA,7.1,0,50,24,20,35,36,77,Wellness
Athlete 227,Team 1,6/19/2020 8:18,6/18/2020,NA,NA,6,0,75,25,0,100,73,69,Wellness
Athlete 227,Team 1,6/19/2020 8:19,6/19/2020,NA,NA,9.2,0,100,0,0,100,100,100,Wellness
Athlete 393,Team 2,6/19/2020 8:27,6/19/2020,NA,NA,8.2,0,93,0,5,100,96,97,Wellness
Athlete 387,Team 2,6/19/2020 8:28,6/19/2020,NA,NA,7.3,0.7,74,7,5,89,70,95,Wellness
Athlete 437,Team 1,6/19/2020 8:28,6/19/2020,NA,NA,7.9,0,64,69,26,74,63,62,Wellness
Athlete 437,Team 1,6/19/2020 8:30,6/18/2020,NA,NA,7.4,0,48,39,21,89,74,73,Wellness
Athlete 107,Team 2,6/19/2020 8:35,6/19/2020,NA,NA,4.5,0,54,95,14,80,75,77,Wellness
Athlete 289,Team 1,6/19/2020 8:37,6/19/2020,NA,NA,7.8,1.1,82,0,87,44,68,50,Wellness
Athlete 61,Team 1,6/19/2020 8:45,6/19/2020,NA,NA,3,0,48,52,36,60,100,100,Wellness
Athlete 26,Team 1,6/19/2020 8:46,6/19/2020,NA,NA,8.5,0,48,21,10,89,34,55,Wellness
Athlete 232,Team 2,6/19/2020 9:08,6/19/2020,NA,NA,8.5,0,88,7,11,96,91,83,Wellness
Athlete 333,Team 2,6/19/2020 9:42,6/19/2020,NA,NA,8.9,0,74,34,0,100,46,74,Wellness
Athlete 465,Team 1,6/19/2020 10:12,6/19/2020,NA,NA,7.7,0,51,0,2,57,55,50,Wellness
Athlete 439,Team 1,6/19/2020 10:32,6/19/2020,NA,NA,8,0,70,12,1,86,61,58,Wellness
Athlete 11,Team 1,6/19/2020 10:34,6/19/2020,NA,NA,8.5,0,93,5,9,85,24,58,Wellness
Athlete 458,Team 2,6/19/2020 11:10,6/19/2020,NA,NA,7.7,0,88,42,0,90,50,79,Wellness
Athlete 5,Team 2,6/19/2020 11:46,6/19/2020,NA,NA,7.1,0,44,57,57,65,60,41,Wellness
Athlete 152,Team 1,6/19/2020 12:16,6/19/2020,NA,NA,9,0,100,17,33,75,87,88,Wellness
Athlete 25,Team 2,6/19/2020 18:57,6/19/2020,NA,NA,8.3,0,63,9,0,90,21,53,Wellness
Athlete 223,Team 2,6/19/2020 20:57,6/19/2020,NA,NA,8.5,0,0,0,0,100,0,0,Wellness
Athlete 323,Team 1,6/19/2020 21:39,6/19/2020,NA,NA,6.6,0,86,21,25,96,83,91,Wellness
Athlete 358,Team 1,6/19/2020 22:50,6/19/2020,NA,NA,6,0,94,0,0,100,0,100,Wellness
Athlete 358,Team 1,6/20/2020 7:02,6/20/2020,NA,NA,7.5,0,100,0,0,100,100,100,Wellness
Athlete 393,Team 2,6/20/2020 7:07,6/20/2020,NA,NA,8,0,95,0,15,100,99,100,Wellness
Athlete 240,Team 1,6/20/2020 7:12,6/20/2020,NA,NA,8.6,0,53,50,53,67,55,40,Wellness
Athlete 58,Team 1,6/20/2020 7:17,6/20/2020,NA,NA,9,0,75,72,75,83,61,59,Wellness
Athlete 403,Team 1,6/20/2020 7:18,6/20/2020,NA,NA,7.7,0,72,47,34,60,37,67,Wellness
Athlete 479,Team 1,6/20/2020 7:24,6/20/2020,NA,NA,6,0,8,29,0,53,0,55,Wellness
Athlete 77,Team 1,6/20/2020 7:39,6/20/2020,NA,NA,8.9,0,86,35,0,83,100,100,Wellness
Athlete 48,Team 2,6/20/2020 7:48,6/20/2020,NA,NA,8.3,0,77,22,37,86,21,53,Wellness
Athlete 328,Team 1,6/20/2020 7:50,6/18/2020,NA,NA,7,0,56,26,16,77,27,67,Wellness
Athlete 328,Team 1,6/20/2020 7:52,6/19/2020,NA,NA,7.8,0,68,25,34,79,41,59,Wellness
Athlete 530,Team 2,6/20/2020 7:53,6/20/2020,NA,NA,8.2,0,100,0,0,100,100,100,Wellness
Athlete 328,Team 1,6/20/2020 7:54,6/20/2020,NA,NA,6.7,0,48,39,25,82,49,59,Wellness
Athlete 239,Team 2,6/20/2020 7:58,6/20/2020,NA,NA,7.6,0,71,26,50,32,100,58,Wellness
Athlete 454,Team 1,6/20/2020 7:58,6/20/2020,NA,NA,9.3,0,60,27,36,79,32,45,Wellness
Athlete 83,Team 2,6/20/2020 8:00,6/20/2020,NA,NA,6,0,50,37,14,70,59,54,Wellness
Athlete 197,Team 1,6/20/2020 8:01,6/20/2020,NA,NA,6,0,59,29,29,100,20,61,Wellness
Athlete 502,Team 1,6/20/2020 8:06,6/20/2020,NA,NA,8.5,0,68,0,15,91,34,66,Wellness
Athlete 355,Team 1,6/20/2020 8:14,6/20/2020,NA,NA,6,0,72,0,24,55,80,52,Wellness
Athlete 20,Team 2,6/20/2020 8:44,6/20/2020,NA,NA,6.9,0,69,29,61,83,82,90,Wellness
Athlete 145,Team 1,6/20/2020 9:12,6/20/2020,NA,NA,7.6,0,58,47,30,46,22,57,Wellness
Athlete 465,Team 1,6/20/2020 9:35,6/20/2020,NA,NA,8,0,68,0,0,70,63,62,Wellness
Athlete 1,Team 1,6/20/2020 9:54,6/20/2020,NA,NA,8.5,0.8,53,20,0,79,51,64,Wellness
Athlete 107,Team 2,6/20/2020 10:03,6/20/2020,NA,NA,7.5,1.5,63,37,15,65,39,63,Wellness
Athlete 25,Team 2,6/20/2020 10:03,6/20/2020,NA,NA,9,0,68,16,0,95,39,61,Wellness
Athlete 249,Team 2,6/20/2020 10:15,6/20/2020,NA,NA,7.2,0,57,39,8,89,81,72,Wellness
Athlete 437,Team 1,6/20/2020 10:19,6/20/2020,NA,NA,8.4,0,52,48,49,66,65,62,Wellness
Athlete 259,Team 2,6/20/2020 10:31,6/20/2020,NA,NA,9,6,100,0,4,100,100,100,Wellness
Athlete 436,Team 2,6/20/2020 10:43,6/20/2020,NA,NA,9.5,0,85,21,25,92,59,70,Wellness
Athlete 323,Team 1,6/20/2020 10:46,6/20/2020,NA,NA,8.5,0,95,13,13,100,69,89,Wellness
Athlete 472,Team 2,6/20/2020 11:02,6/20/2020,NA,NA,10.5,0,66,2,41,100,93,100,Wellness
Athlete 439,Team 1,6/13/2020 11:31,6/13/2020,NA,NA,0,0,0,0,0,100,0,0,Wellness
Athlete 152,Team 1,6/20/2020 11:42,6/20/2020,NA,NA,8,0.5,68,14,16,100,26,100,Wellness
Athlete 26,Team 1,6/20/2020 12:31,6/20/2020,NA,NA,8.8,0,56,14,8,92,49,67,Wellness
Athlete 5,Team 2,6/20/2020 12:37,6/20/2020,NA,NA,9.9,0,83,39,25,46,42,38,Wellness
Athlete 387,Team 2,6/20/2020 12:45,6/20/2020,NA,NA,8.1,0,76,4,6,96,12,90,Wellness
Athlete 13,Team 2,6/20/2020 14:07,6/20/2020,NA,NA,7.1,0,81,16,30,83,26,78,Wellness
Athlete 43,Team 2,6/20/2020 15:07,6/20/2020,NA,NA,8,0,73,14,5,95,79,79,Wellness
Athlete 458,Team 2,6/20/2020 15:12,6/20/2020,NA,NA,9,0,100,4,0,95,58,89,Wellness
Athlete 285,Team 1,6/20/2020 17:11,6/20/2020,NA,NA,8.7,0,76,0,0,100,78,77,Wellness
Athlete 27,Team 2,6/20/2020 18:06,6/19/2020,NA,NA,7.6,0,72,53,44,50,65,60,Wellness
Athlete 27,Team 2,6/20/2020 18:07,6/20/2020,NA,NA,8,0,39,23,25,65,29,56,Wellness
Athlete 223,Team 2,6/20/2020 18:54,6/20/2020,NA,NA,6.7,0,0,0,0,100,0,0,Wellness
Athlete 439,Team 1,6/20/2020 20:15,6/20/2020,NA,NA,7.8,1,58,7,0,95,74,65,Wellness
Athlete 11,Team 1,6/20/2020 21:08,6/20/2020,NA,NA,8.4,0,56,5,67,44,11,56,Wellness
Athlete 289,Team 1,6/20/2020 21:32,6/20/2020,NA,NA,8.4,0,99,89,47,60,31,33,Wellness
Athlete 325,Team 2,6/20/2020 23:09,6/19/2020,NA,NA,8.1,0,82,13,17,84,70,74,Wellness
Athlete 325,Team 2,6/20/2020 23:11,6/20/2020,NA,NA,7.9,0,72,13,18,89,75,80,Wellness
Athlete 479,Team 1,6/21/2020 7:12,6/21/2020,NA,NA,6.4,0,57,24,0,72,0,68,Wellness
Athlete 393,Team 2,6/21/2020 7:18,6/21/2020,NA,NA,7.9,0,97,0,10,100,96,100,Wellness
Athlete 333,Team 2,6/21/2020 7:20,6/20/2020,NA,NA,9,0,79,7,24,100,9,75,Wellness
Athlete 145,Team 1,6/21/2020 7:22,6/21/2020,NA,NA,7.9,0,62,66,55,38,8,61,Wellness
Athlete 239,Team 2,6/21/2020 7:22,6/21/2020,NA,NA,5.7,0,15,75,20,42,82,37,Wellness
Athlete 333,Team 2,6/21/2020 7:22,6/21/2020,NA,NA,8,0,57,1,13,100,61,72,Wellness
Athlete 240,Team 1,6/21/2020 7:27,6/21/2020,NA,NA,7.5,1.2,62,54,56,65,54,52,Wellness
Athlete 48,Team 2,6/21/2020 7:34,6/21/2020,NA,NA,8.1,1,80,37,12,91,15,54,Wellness
Athlete 403,Team 1,6/21/2020 7:41,6/21/2020,NA,NA,6.3,0,63,66,37,76,0,67,Wellness
Athlete 387,Team 2,6/21/2020 7:57,6/21/2020,NA,NA,6.5,0,83,0,0,100,18,87,Wellness
Athlete 43,Team 2,6/21/2020 7:57,6/21/2020,NA,NA,8.2,0,72,14,12,92,67,67,Wellness
Athlete 20,Team 2,6/21/2020 8:03,6/21/2020,NA,NA,8.1,0,85,75,97,79,69,84,Wellness
Athlete 249,Team 2,6/21/2020 8:09,6/21/2020,NA,NA,5.6,0,73,37,6,97,87,81,Wellness
Athlete 502,Team 1,6/21/2020 8:19,6/21/2020,NA,NA,6,0,42,25,8,100,32,96,Wellness
Athlete 355,Team 1,6/21/2020 8:24,6/21/2020,NA,NA,6,0,83,0,62,100,57,79,Wellness
Athlete 465,Team 1,6/21/2020 8:33,6/21/2020,NA,NA,5.9,0,35,0,0,80,51,51,Wellness
Athlete 61,Team 1,6/21/2020 8:33,6/20/2020,NA,NA,3.1,0,64,54,44,58,32,92,Wellness
Athlete 61,Team 1,6/21/2020 8:34,6/21/2020,NA,NA,6.8,0,58,61,19,32,14,92,Wellness
Athlete 530,Team 2,6/21/2020 8:40,6/21/2020,NA,NA,7.7,0,100,0,0,100,100,100,Wellness
Athlete 472,Team 2,6/21/2020 8:45,6/21/2020,NA,NA,10,0,93,0,33,100,82,88,Wellness
Athlete 197,Team 1,6/21/2020 8:56,6/21/2020,NA,NA,7.5,1,54,13,91,78,0,61,Wellness
Athlete 58,Team 1,6/21/2020 9:01,6/21/2020,NA,NA,8,0,75,20,67,74,42,59,Wellness
Athlete 1,Team 1,6/21/2020 9:02,6/21/2020,NA,NA,7.2,0,56,27,19,80,44,64,Wellness
Athlete 25,Team 2,6/21/2020 9:10,6/21/2020,NA,NA,7.5,0,60,18,0,96,34,56,Wellness
Athlete 454,Team 1,6/21/2020 9:38,6/21/2020,NA,NA,10.1,0,52,37,13,84,14,32,Wellness
Athlete 13,Team 2,6/21/2020 10:16,6/21/2020,NA,NA,7.9,0,78,46,17,86,19,72,Wellness
Athlete 436,Team 2,6/21/2020 10:18,6/21/2020,NA,NA,8,0,63,8,14,84,58,65,Wellness
Athlete 107,Team 2,6/21/2020 10:21,6/21/2020,NA,NA,8.5,0,89,17,20,56,45,73,Wellness
Athlete 328,Team 1,6/21/2020 12:28,6/21/2020,NA,NA,8.7,0,62,30,36,80,37,71,Wellness
Athlete 152,Team 1,6/21/2020 13:39,6/21/2020,NA,NA,9,0,97,11,22,88,13,64,Wellness
Athlete 437,Team 1,6/21/2020 15:03,6/21/2020,NA,NA,7.2,0,74,60,27,46,34,34,Wellness
Athlete 26,Team 1,6/21/2020 15:09,6/21/2020,NA,NA,10,0,84,8,8,89,32,70,Wellness
Athlete 285,Team 1,6/21/2020 15:46,6/21/2020,NA,NA,8.7,0,72,0,0,73,80,87,Wellness
Athlete 186,Team 2,6/21/2020 17:44,6/19/2020,NA,NA,6.6,0,64,61,23,44,61,65,Wellness
Athlete 186,Team 2,6/21/2020 17:45,6/20/2020,NA,NA,6.7,0,47,71,50,74,22,52,Wellness
Athlete 186,Team 2,6/21/2020 17:47,6/21/2020,NA,NA,6.2,0,43,67,49,24,67,50,Wellness
Athlete 77,Team 1,6/21/2020 19:05,6/21/2020,NA,NA,7,0,63,31,0,95,100,79,Wellness
Athlete 323,Team 1,6/21/2020 21:15,6/21/2020,NA,NA,8,0,94,3,11,100,86,96,Wellness
Athlete 289,Team 1,6/21/2020 21:16,6/21/2020,NA,NA,9,0,79,80,18,38,67,68,Wellness
Athlete 325,Team 2,6/21/2020 22:00,6/21/2020,NA,NA,6.8,0,60,27,14,75,61,71,Wellness
Athlete 223,Team 2,6/21/2020 22:19,6/21/2020,NA,NA,7.1,0,0,0,0,100,0,0,Wellness
Athlete 439,Team 1,6/22/2020 0:14,6/21/2020,NA,NA,8,0,71,2,11,93,67,65,Wellness
Athlete 18,Team 1,6/22/2020 4:34,6/20/2020,NA,NA,7,0,91,0,0,100,0,90,Wellness
Athlete 18,Team 1,6/22/2020 4:35,6/20/2020,NA,NA,6.9,0,100,0,0,100,0,95,Wellness
Athlete 18,Team 1,6/22/2020 4:36,6/21/2020,NA,NA,7.1,0,96,0,0,100,59,92,Wellness
Athlete 18,Team 1,6/22/2020 4:37,6/22/2020,NA,NA,6.4,0,90,0,0,100,100,100,Wellness
Athlete 546,Team 1,6/22/2020 6:17,6/20/2020,NA,NA,7,0,99,0,0,100,100,100,Wellness
Athlete 546,Team 1,6/22/2020 6:18,6/21/2020,NA,NA,7.1,0,100,0,0,100,100,100,Wellness
Athlete 546,Team 1,6/22/2020 6:19,6/22/2020,NA,NA,5.8,0,100,0,0,100,100,100,Wellness
Athlete 11,Team 1,6/22/2020 6:32,6/21/2020,NA,NA,7.4,0,92,41,38,38,8,46,Wellness
Athlete 358,Team 1,6/22/2020 6:49,6/21/2020,NA,NA,8,0,98,0,0,100,0,99,Wellness
Athlete 358,Team 1,6/22/2020 6:50,6/22/2020,NA,NA,8.9,0,100,0,0,100,100,100,Wellness
Athlete 27,Team 2,6/22/2020 7:01,6/21/2020,NA,NA,8.7,0,51,31,26,76,30,55,Wellness
Athlete 48,Team 2,6/22/2020 7:02,6/22/2020,NA,NA,6.2,0,38,57,15,52,74,73,Wellness
Athlete 27,Team 2,6/22/2020 7:03,6/22/2020,NA,NA,6.1,0,17,24,29,47,33,38,Wellness
Athlete 58,Team 1,6/22/2020 7:04,6/22/2020,NA,NA,8,0,76,65,66,88,68,72,Wellness
Athlete 152,Team 1,6/22/2020 7:13,6/22/2020,NA,NA,9,0,70,24,26,73,80,68,Wellness
Athlete 479,Team 1,6/22/2020 7:14,6/22/2020,NA,NA,6.5,0.8,40,22,0,49,0,38,Wellness
Athlete 197,Team 1,6/22/2020 7:23,6/22/2020,NA,NA,6.5,0.5,64,10,75,70,0,49,Wellness
Athlete 437,Team 1,6/22/2020 7:29,6/22/2020,NA,NA,5.7,0,38,59,25,61,68,70,Wellness
Athlete 403,Team 1,6/22/2020 7:36,6/22/2020,NA,NA,7.1,0,71,86,12,23,51,53,Wellness
Athlete 454,Team 1,6/22/2020 7:42,6/22/2020,NA,NA,7,0,90,15,9,89,43,61,Wellness
Athlete 77,Team 1,6/22/2020 7:49,6/22/2020,NA,NA,7,1.5,13,66,24,9,80,100,Wellness
Athlete 333,Team 2,6/22/2020 7:56,6/22/2020,NA,NA,8.5,0,65,13,28,100,54,62,Wellness
Athlete 240,Team 1,6/22/2020 8:01,6/22/2020,NA,NA,8.3,1,63,51,53,68,56,59,Wellness
Athlete 107,Team 2,6/22/2020 8:03,6/22/2020,NA,NA,6.5,0,58,51,6,42,58,45,Wellness
Athlete 472,Team 2,6/22/2020 8:04,6/22/2020,NA,NA,10,0,72,0,52,100,80,82,Wellness
Athlete 436,Team 2,6/22/2020 8:05,6/22/2020,NA,NA,9,0,64,14,11,79,61,56,Wellness
Athlete 530,Team 2,6/22/2020 8:12,6/22/2020,NA,NA,8.3,0,100,0,0,100,100,100,Wellness
Athlete 25,Team 2,6/22/2020 8:18,6/22/2020,NA,NA,8.7,0,64,19,0,89,38,60,Wellness
Athlete 239,Team 2,6/22/2020 8:22,6/22/2020,NA,NA,7.5,0,77,46,17,52,85,61,Wellness
Athlete 465,Team 1,6/22/2020 8:40,6/22/2020,NA,NA,8,0,70,0,0,77,64,48,Wellness
Athlete 106,Team 1,6/22/2020 8:52,6/22/2020,NA,NA,8.7,0,97,25,40,92,71,86,Wellness
Athlete 13,Team 2,6/22/2020 9:11,6/22/2020,NA,NA,6.9,0,81,54,17,80,69,67,Wellness
Athlete 387,Team 2,6/22/2020 9:16,6/22/2020,NA,NA,8,0,87,8,0,93,73,93,Wellness
Athlete 355,Team 1,6/22/2020 9:20,6/22/2020,NA,NA,9,0,75,16,15,100,95,64,Wellness
Athlete 145,Team 1,6/22/2020 9:29,6/22/2020,NA,NA,8.2,2,78,17,14,61,72,55,Wellness
Athlete 61,Team 1,6/22/2020 10:04,6/22/2020,NA,NA,6.2,0,93,33,18,43,100,96,Wellness
Athlete 502,Team 1,6/22/2020 10:08,6/22/2020,NA,NA,7.5,0,51,20,57,62,48,50,Wellness
Athlete 512,Team 1,6/22/2020 10:10,6/22/2020,NA,NA,6,1,100,31,0,100,100,69,Wellness
Athlete 328,Team 1,6/22/2020 10:26,6/22/2020,NA,NA,6.9,0,63,37,26,79,34,41,Wellness
Athlete 83,Team 2,6/22/2020 10:46,6/22/2020,NA,NA,8.3,0.6,47,20,0,22,34,62,Wellness
Athlete 227,Team 1,6/22/2020 10:56,6/22/2020,NA,NA,8.2,0,100,0,0,100,100,100,Wellness
Athlete 259,Team 2,6/22/2020 11:17,6/21/2020,NA,NA,9.2,0,100,0,0,100,100,100,Wellness
Athlete 259,Team 2,6/22/2020 11:19,6/22/2020,NA,NA,0,0,0,16,0,100,100,100,Wellness
Athlete 1,Team 1,6/22/2020 13:10,6/22/2020,NA,NA,8.1,0,46,29,0,85,39,56,Wellness
Athlete 285,Team 1,6/22/2020 14:25,6/22/2020,NA,NA,8.5,0,78,0,22,80,80,80,Wellness
Athlete 458,Team 2,6/22/2020 14:34,6/21/2020,NA,NA,7,0.7,62,59,0,70,18,71,Wellness
Athlete 458,Team 2,6/22/2020 14:37,6/22/2020,NA,NA,8.3,2,61,9,0,65,0,60,Wellness
Athlete 5,Team 2,6/22/2020 15:59,6/22/2020,NA,NA,8.1,0,96,12,9,88,91,84,Wellness
Athlete 393,Team 2,6/22/2020 18:08,6/22/2020,NA,NA,8,0,98,0,3,100,100,100,Wellness
Athlete 236,Team 1,6/22/2020 18:20,6/20/2020,NA,NA,8.7,0,85,14,19,100,100,95,Wellness
Athlete 236,Team 1,6/22/2020 18:25,6/21/2020,NA,NA,7.7,0,85,25,40,100,74,100,Wellness
Athlete 236,Team 1,6/22/2020 18:26,6/22/2020,NA,NA,7.2,0,78,20,11,88,86,78,Wellness
Athlete 289,Team 1,6/22/2020 18:30,6/22/2020,NA,NA,5.5,0,16,100,0,0,0,0,Wellness
Athlete 223,Team 2,6/22/2020 18:49,6/22/2020,NA,NA,6.3,0,0,0,0,100,0,0,Wellness
Athlete 11,Team 1,6/22/2020 20:22,6/22/2020,NA,NA,7.3,0,65,74,6,65,2,43,Wellness
